drugid,omimid
DB00987,109543
DB00987,267730
DB00987,246470
DB00987,247640
DB00987,236000
DB00987,223350
DB00755,145200
DB00755,276300
DB00755,145100
DB00755,151590
DB00755,604416
DB00755,182000
DB00541,276300
DB00541,601626
DB00541,601608
DB00541,256700
DB00541,109543
DB00541,267730
DB00541,246470
DB00541,247640
DB00541,236000
DB00541,223350
DB00541,268220
DB00541,254500
DB00541,194070
DB00323,168600
DB00323,168100
DB01378,190310
DB01378,109350
DB00860,215140
DB00860,276300
DB00860,304790
DB00860,146850
DB00860,600351
DB00860,126200
DB00860,147540
DB00929,190310
DB00929,140600
DB01006,114480
DB01189,147530
DB01189,608622
DB01189,161900
DB00162,277350
DB00162,115300
DB00533,157300
DB01192,147530
DB00734,225755
DB00734,608033
DB00734,182830
DB00734,300494
DB00734,137580
DB00734,260970
DB00734,225740
DB00734,181500
DB01182,607554
DB00508,145590
DB00508,147530
DB04861,110100
DB04861,608622
DB04861,157700
DB04861,161900
DB00620,181000
DB00620,173200
DB00620,188030
DB00620,165199
DB00620,208550
DB00620,152700
DB00620,114580
DB00620,151590
DB00620,133600
DB00620,223350
DB00620,104130
DB00620,147540
DB00620,148100
DB00775,608320
DB00371,145590
DB00371,601042
DB00371,200170
DB01099,114580
DB01099,212050
DB00924,157300
DB00924,147530
DB00924,601042
DB00924,200170
DB00924,160750
DB00327,608088
DB00327,147530
DB01098,144010
DB00181,128101
DB00181,607225
DB00181,190400
DB00181,147530
DB00181,126200
DB00181,601042
DB00181,143100
DB00181,189600
DB00444,109543
DB00444,267730
DB00444,247640
DB00444,236000
DB00444,223350
DB00444,182280
DB00180,208550
DB00180,600807
DB00706,600082
DB00706,147530
DB00706,310468
DB00706,200170
DB01233,157300
DB01233,109350
DB00500,607459
DB00500,208230
DB00500,140600
DB00500,607850
DB00500,165720
DB00624,215470
DB00624,241100
DB00624,114480
DB00390,607554
DB00390,608583
DB00501,304790
DB00501,264120
DB00501,190310
DB00501,109350
DB00268,125320
DB00268,168600
DB00268,102300
DB00268,168100
DB00367,184700
DB00367,131200
DB00367,192000
DB00794,607681
DB00794,190300
DB00794,600131
DB00794,607631
DB00794,604827
DB00794,190310
DB00794,608105
DB00794,208700
DB00794,607682
DB00794,300491
DB00794,121201
DB00794,132100
DB00794,217200
DB00794,132090
DB00794,132300
DB00794,607628
DB00794,267740
DB04844,143100
DB01291,208550
DB01291,600807
DB00694,276300
DB00694,601626
DB00694,148000
DB00694,247640
DB00694,223350
DB00883,178600
DB00883,109350
DB00883,608320
DB00883,161900
DB00186,252320
DB00186,189600
DB00186,167870
DB00305,137215
DB00305,109800
DB00396,217200
DB01017,604416
DB00208,188050
DB00655,215470
DB00655,311360
DB01169,276300
DB01016,125853
DB01016,125851
DB01016,600496
DB01016,125850
DB00583,212140
DB00216,607516
DB00216,157300
DB00216,607508
DB00216,607501
DB00216,607498
DB00216,300125
DB00115,170900
DB00612,110100
DB00612,157700
DB01320,239350
DB01320,217200
DB01296,607459
DB01296,208230
DB01296,140600
DB01296,607850
DB01296,165720
DB00839,125853
DB00839,125851
DB00839,600496
DB00839,125850
DB00482,175100
DB00482,607459
DB00482,175505
DB00482,208230
DB00482,246470
DB00482,135550
DB00482,147530
DB00482,140600
DB00482,607850
DB00482,165720
DB00736,190310
DB00736,600263
DB00736,109350
DB00035,125700
DB00035,304900
DB00035,134430
DB00035,600808
DB00035,600631
DB01157,109100
DB00787,268320
DB00990,114480
DB00957,131200
DB00957,604416
DB00957,192000
DB01248,276300
DB01248,155601
DB01248,155600
DB01248,176807
DB01248,114480
DB01248,137215
DB00472,131300
DB00472,252320
DB00472,164230
DB00472,167870
DB00472,181500
DB00472,607499
DB00399,143880
DB00399,102500
DB00399,276300
DB00399,602080
DB00399,167320
DB00399,254500
DB00399,605839
DB00712,607459
DB00712,153880
DB00712,208230
DB00712,103100
DB00712,140600
DB00712,607850
DB00712,165720
DB00353,157300
DB01124,125853
DB01124,125851
DB01124,600496
DB01124,125850
DB01203,190300
DB01203,110100
DB01203,190310
DB01203,608622
DB01203,157700
DB01203,161900
DB01174,121200
DB01174,237500
DB01174,237450
DB01174,218800
DB01174,208085
DB01174,190310
DB01174,608217
DB01174,121201
DB01174,308600
DB01174,217200
DB01174,143500
DB01174,226150
DB00281,147530
DB00788,607459
DB00788,150600
DB00788,145590
DB00788,157300
DB00788,208230
DB00788,252320
DB00788,147530
DB00788,133600
DB00788,133690
DB00788,140600
DB00788,607850
DB00788,165720
DB00710,102500
DB00710,166710
DB01327,600803
DB00328,602522
DB00328,607459
DB00328,157300
DB00328,208230
DB00328,263800
DB00328,246400
DB00328,147530
DB00328,133600
DB00328,133690
DB00328,140600
DB00328,607850
DB00328,165720
DB01268,144700
DB01268,605839
DB00204,607554
DB00204,115000
DB00204,608583
DB00333,147530
DB00675,174800
DB00675,114480
DB00717,102500
DB00717,215470
DB00717,184700
DB00717,131200
DB00717,604416
DB00717,192000
DB00535,208550
DB00535,166760
DB00554,607459
DB00554,208230
DB00554,140600
DB00554,607850
DB00554,165720
DB01399,145590
DB01399,147530
DB01193,608622
DB01193,161900
DB01225,231200
DB01225,155100
DB01225,273800
DB01225,188050
DB00449,601682
DB00449,137750
DB00449,137760
DB00449,161900
DB00983,210050
DB00983,208550
DB00983,600807
DB00999,102500
DB00999,215140
DB00999,125700
DB00999,600351
DB00999,608622
DB00999,208300
DB00999,161900
DB01043,605055
DB01043,125320
DB01043,104300
DB00388,145590
DB00388,146500
DB00388,601682
DB00388,608088
DB00388,137750
DB00388,137760
DB00388,147540
DB00338,304790
DB00338,190310
DB00338,600263
DB00338,109350
DB01231,145590
DB01231,156000
DB00542,146255
DB00542,608622
DB00542,161900
DB01262,247200
DB01262,601004
DB01014,266600
DB00548,604416
DB00816,210050
DB00816,208550
DB00816,600807
DB00245,125320
DB00245,168600
DB00245,168100
DB00993,181000
DB00993,188030
DB00993,233810
DB00993,208920
DB00993,152700
DB00993,254200
DB00993,126200
DB00993,160300
DB00993,266600
DB00765,171300
DB00502,182830
DB00502,137580
DB00502,127750
DB00502,181500
DB00594,215140
DB00594,608622
DB00594,208300
DB00594,161900
DB00282,143880
DB00282,102500
DB00282,276300
DB00282,166300
DB00282,102400
DB00282,166710
DB00282,167320
DB00282,114480
DB00282,254500
DB01186,168600
DB01186,168100
DB01254,276300
DB01254,247640
DB01254,223350
DB00757,145590
DB00669,157300
DB00669,300125
DB00682,607554
DB00682,107320
DB00682,540000
DB00682,125310
DB00682,608583
DB00682,601367
DB00471,210050
DB00471,208550
DB00471,600807
DB00912,125853
DB00912,125851
DB00912,600496
DB00912,125850
DB01086,147530
DB01086,166760
DB00270,179600
DB00270,608622
DB00270,161900
DB01080,308350
DB01080,605021
DB01080,217200
DB00373,157300
DB00373,601682
DB00373,137750
DB00373,300125
DB00373,608622
DB00373,137760
DB00373,161900
DB00287,601682
DB00287,137750
DB00287,137760
DB00287,161900
DB00536,312910
DB00536,113610
DB00536,218200
DB00573,607459
DB00573,208230
DB00573,147530
DB00573,140600
DB00573,607850
DB00573,165720
DB00869,601682
DB00869,137750
DB00869,137760
DB00869,161900
DB00764,233810
DB00764,208550
DB00764,600807
DB00864,603165
DB00852,145590
DB00852,208550
DB00852,608088
DB00852,600807
DB00304,184700
DB00304,131200
DB00304,192000
DB00657,137580
DB00657,145500
DB00657,608622
DB00657,161900
DB00936,147530
DB00936,604416
DB00936,106400
DB00936,125600
DB01042,256700
DB01042,268220
DB01042,254500
DB00346,600082
DB00346,147530
DB00346,200170
DB00829,601042
DB00829,217200
DB00829,156000
DB00408,181500
DB00422,143465
DB00876,608622
DB00876,161900
DB00017,143880
DB00017,166710
DB00017,602080
DB00017,167320
DB00441,144700
DB00441,114480
DB00441,605839
DB00687,252320
DB00687,157700
DB00404,252320
DB00404,167870
DB00569,188050
DB01137,208550
DB01137,166760
DB01175,164230
DB01076,144010
DB00140,145590
DB00790,146255
DB00790,125310
DB00790,608320
DB01224,164230
DB01224,181500
DB01118,115000
DB00126,250790
DB00126,206200
DB00126,240400
DB01261,125853
DB01261,125851
DB01261,600496
DB01261,125850
DB00206,608622
DB00206,161900
DB01039,144650
DB01039,144010
DB00585,304790
DB00585,190310
DB00585,600263
DB00585,109350
DB00532,104130
DB01067,125853
DB01067,125851
DB01067,600496
DB01067,125850
DB00722,146255
DB00722,125310
DB00722,608622
DB00722,608320
DB00722,161900
DB00810,125320
DB00810,168100
DB00603,102500
DB00603,144700
DB00603,131200
DB00603,192000
DB00603,605839
DB00252,165199
DB00252,115000
DB00252,217200
DB00252,104130
DB00644,146110
DB00419,230800
DB00398,188470
DB00398,144700
DB00398,114550
DB00398,605839
DB00598,171300
DB00598,110100
DB00598,608622
DB00598,157700
DB00598,161900
DB01188,114580
DB01188,125600
DB01219,607225
DB01219,145600
DB01219,540000
DB01219,154276
DB01219,125310
DB01219,126200
DB01219,601042
DB01219,217150
DB01219,238800
DB01219,601367
DB00357,268320
DB01069,608088
DB01069,158280
DB01069,147540
DB00745,126200
DB00745,136200
DB00745,107650
DB00745,143465
DB02546,276300
DB02546,254400
DB01410,208550
DB03904,173200
DB00881,146255
DB00881,608622
DB00881,161900
DB00257,114580
DB00257,212050
DB00572,190310
DB00572,226150
DB00904,145590
DB00904,164230
DB00904,103780
DB00182,143465
DB00530,144700
DB00814,607459
DB00814,208230
DB00814,133690
DB00814,140600
DB00814,607850
DB00814,165720
DB00559,178600
DB00559,161900
DB00335,110100
DB00335,157700
DB00382,605055
DB00382,125320
DB00382,104300
DB00771,191390
DB00771,226150
DB01221,147530
DB00696,157300
DB00696,300125
DB01020,109350
DB01020,608320
DB01216,600082
DB01216,109200
DB01216,147530
DB01216,200170
DB01216,104130
DB00484,601682
DB00484,137750
DB00484,137760
DB00484,161900
DB05259,126200
DB00678,146255
DB00678,145500
DB00678,608622
DB00678,161900
DB00674,605055
DB00674,125320
DB00674,104300
DB01204,601626
DB01204,109543
DB01204,267730
DB01204,147530
DB01204,126200
DB01204,247640
DB01204,236000
DB01204,176807
DB00387,125320
DB00387,168600
DB00387,168100
DB01228,115000
DB00989,605055
DB00989,125320
DB00989,168100
DB00989,104300
DB01351,239350
DB01351,217200
DB00679,181500
DB00273,157300
DB00273,264120
DB00273,308350
DB00273,605021
DB00273,147530
DB00273,300125
DB00273,607499
DB00721,147530
DB01113,260570
DB01113,115000
DB01113,179600
DB00067,125700
DB00067,304900
DB00982,601626
DB00982,604416
DB00927,304790
DB00927,190310
DB00927,600263
DB00927,109350
DB01095,144010
DB00318,145590
DB00318,608088
DB00318,140600
DB00691,146255
DB00691,608622
DB00691,161900
DB01196,601518
DB01196,176807
DB00007,600082
DB00007,601518
DB00007,150699
DB00007,131200
DB00007,604416
DB00007,175510
DB00007,176807
DB00211,252320
DB00211,146500
DB00211,157700
DB01001,208550
DB01001,600807
DB00880,215140
DB00880,210050
DB00880,256370
DB00880,600351
DB00880,203700
DB00880,608622
DB00880,161900
DB00552,276300
DB01013,151590
DB01013,125600
DB00966,145500
DB00966,608622
DB00966,161900
DB01009,607459
DB01009,145590
DB01009,208230
DB01009,140600
DB01009,607850
DB01009,165720
DB00921,147530
DB00091,152700
DB00091,254200
DB01576,136200
DB01576,143465
DB00550,275000
DB00588,208550
DB00588,600807
DB00393,125310
DB00393,601367
DB00125,220120
DB00275,608622
DB00275,161900
DB00177,608622
DB00177,161900
DB01177,601626
DB01177,247640
DB01177,223350
DB00605,175100
DB00605,607459
DB00605,208230
DB00605,147530
DB00605,133690
DB00605,140600
DB00605,607850
DB00605,165720
DB00381,125310
DB00381,179600
DB00381,145500
DB00381,608622
DB00381,608320
DB00381,161900
DB00521,137750
DB00521,608622
DB00521,161900
DB01579,264120
DB01579,303110
DB01579,601665
DB01167,258360
DB01167,114580
DB01167,212050
DB01167,602068
DB00414,125853
DB00414,125851
DB00414,600496
DB00414,125850
DB00651,210050
DB00651,208550
DB00651,600807
DB00364,190310
DB00364,109350
DB00364,161900
DB00863,304790
DB00863,190310
DB00863,109350
DB00361,236000
DB00376,168100
DB00822,103780
DB01035,607554
DB01035,115000
DB01035,608583
DB01238,164230
DB01238,181500
DB01122,254200
DB00804,304790
DB00804,600351
DB01223,210050
DB01223,208550
DB01223,600807
DB00672,125853
DB00672,125851
DB00672,600496
DB00672,125850
DB00320,145590
DB00320,157300
DB00320,300125
DB00650,176800
DB00650,259500
DB00650,114500
DB00280,115000
DB01364,208550
DB01364,600807
DB00555,239350
DB00555,102100
DB00555,217200
DB00555,181500
DB01406,215140
DB01406,601608
DB01406,600351
DB01406,131200
DB00744,208550
DB00744,600807
DB01105,264120
DB01105,303110
DB01105,601665
DB01242,164230
DB01242,167870
DB01165,600263
DB01165,166760
DB00905,601682
DB00905,137750
DB00905,137760
DB00905,161900
DB01132,125853
DB01132,125851
DB01132,600496
DB01132,125850
DB00199,604416
DB00953,157300
DB03796,277350
DB03796,115300
DB00654,601682
DB00654,137750
DB00654,137760
DB00654,161900
DB01403,147530
DB00564,128101
DB00564,165199
DB00564,102300
DB00564,190400
DB00564,181500
DB00564,104130
DB00813,147530
DB00363,181500
DB00604,304790
DB00350,608622
DB00350,161900
DB00350,104130
DB01104,131300
DB01104,252320
DB01104,164230
DB01104,167870
DB00907,608088
DB00907,147530
DB00413,125320
DB00413,168600
DB00413,102300
DB00413,168100
DB01173,157300
DB01173,147530
DB01173,200170
DB01173,160750
DB01029,125853
DB01029,146255
DB01029,608622
DB01029,125851
DB01029,600496
DB01029,125850
DB01029,161900
DB00014,601518
DB00014,131200
DB00014,176807
DB00014,114480
DB01267,181500
DB01197,215140
DB01197,602522
DB01197,146255
DB01197,600351
DB01197,179600
DB01197,608622
DB01197,161900
DB00868,608088
DB01200,168100
DB01115,179600
DB01115,608622
DB01115,161900
DB00884,102500
DB00884,166710
DB00884,602080
DB00884,167320
DB00992,106400
DB01133,602080
DB01133,167320
DB00762,276300
DB00762,246470
DB00762,223350
DB00762,114500
DB00385,109800
DB00547,233810
DB01235,102300
DB01235,168100
DB00958,276300
DB00958,133239
DB00958,259500
DB00958,109800
DB01142,603165
DB01142,147530
DB00227,144010
DB00227,608320
DB01023,179600
DB01023,608622
DB01023,161900
DB00114,239350
DB00114,217200
DB01125,607554
DB00933,181500
DB00901,208550
DB00901,600807
DB00524,215140
DB00524,608622
DB00524,161900
DB01030,276300
DB01030,182280
DB00949,102100
DB00464,192200
DB00584,146255
DB00584,608622
DB00434,312910
DB00434,606703
DB00434,113610
DB00434,157300
DB00434,300125
DB00434,181500
DB00434,606798
DB00434,218200
DB00434,147540
DB00977,102500
DB00977,215470
DB00977,184700
DB00977,131200
DB00977,604416
DB00977,311360
DB00977,192000
DB00848,276300
DB00277,210050
DB00277,208550
DB00277,600807
DB00759,600263
DB00759,604416
DB00759,137400
DB00959,276300
DB00959,146850
DB00959,208550
DB00959,140600
DB00959,109100
DB00959,147540
DB00407,188050
DB01590,144700
DB01590,605839
DB04272,604278
DB04272,179800
DB04272,310468
DB04272,179830
DB00727,179600
DB00727,189800
DB00795,104130
DB00795,266600
DB00461,147530
DB00461,140600
DB06285,102500
DB06285,166710
DB06285,606842
DB00226,608622
DB00226,161900
DB00337,233810
DB00337,603165
DB00454,147530
DB00991,607459
DB00991,208230
DB00991,140600
DB00991,607850
DB00991,165720
DB01195,607554
DB00188,254500
DB00544,276300
DB00544,106400
DB00544,114500
DB00544,114480
DB00544,137215
DB00956,608088
DB00956,147530
DB00831,181500
DB01161,147530
DB01240,188030
DB01240,178600
DB01240,161900
DB00937,264120
DB00937,601665
DB00457,600082
DB00457,157950
DB00457,147530
DB00457,179600
DB00457,608622
DB00457,161900
DB00457,200170
DB00844,147530
DB00356,147530
DB01070,146255
DB01070,241519
DB09026,145500
